GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	2C_Embryo1	2C_Embryo1-Q	2C_Embryo2	2C_Embryo2-Q	2C_Embryo3	2C_Embryo3-Q	4C_Embryo1	4C_Embryo1-Q	4C_Embryo2	4C_Embryo2-Q	4C_Embryo3	4C_Embryo3-Q
SETDB1	HsaALTD0005816-4/4	chr1:150898957-150899039	46	chr1:150898957-150898993+150899007+150899020+150899039,150900180	Alt5	0.00	Pass	0.00	Pass	3.41	Pass	77.92	Fail	0.00	Pass	0.00	Pass
ADAMTSL4	HsaALTD0000163-1/2	chr1:150522298-150522371	0	chr1:150522298-150522371+150522752,150523091	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ADAMTSL4	HsaALTD0000163-2/2	chr1:150522298-150522752	381	chr1:150522298-150522371+150522752,150523091	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RFX5	HsaALTD0005373-1/4	chr1:151319055-151319082	0	chr1:151319055+151318965+151318958+151318898-151319082,151318809	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RFX5	HsaALTD0005373-2/4	chr1:151318965-151319082	90	chr1:151319055+151318965+151318958+151318898-151319082,151318809	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RFX5	HsaALTD0005373-3/4	chr1:151318958-151319082	97	chr1:151319055+151318965+151318958+151318898-151319082,151318809	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RFX5	HsaALTD0005373-4/4	chr1:151318898-151319082	157	chr1:151319055+151318965+151318958+151318898-151319082,151318809	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RFX5	HsaALTD0005374-1/2	chr1:151318691-151318809	0	chr1:151318691+151318681-151318809,151318437	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RFX5	HsaALTD0005374-2/2	chr1:151318681-151318809	10	chr1:151318691+151318681-151318809,151318437	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PI4KB	HsaALTD0004744-1/2	chr1:151266525-151266614	0	chr1:151266525+151266494-151266614,151265509	Alt5	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	6.26	Pass	0.00	Pass
PI4KB	HsaALTD0004744-2/2	chr1:151266494-151266614	31	chr1:151266525+151266494-151266614,151265509	Alt5	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	93.74	Pass	100.00	Pass
FAM63A	HsaALTD0002448-1/3	chr1:150970599-150970646	0	chr1:150970599+150970567+150970558-150970646,150970255	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
FAM63A	HsaALTD0002448-2/3	chr1:150970567-150970646	32	chr1:150970599+150970567+150970558-150970646,150970255	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
FAM63A	HsaALTD0002448-3/3	chr1:150970558-150970646	41	chr1:150970599+150970567+150970558-150970646,150970255	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SELENBP1	HsaALTD0005754-1/2	chr1:151338082-151338160	0	chr1:151338082+151338039-151338160,151337757	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
SELENBP1	HsaALTD0005754-2/2	chr1:151338039-151338160	43	chr1:151338082+151338039-151338160,151337757	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
SELENBP1	HsaALTD0005755-1/2	chr1:151341587-151341632	0	chr1:151341587+151341480-151341632,151340795	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SELENBP1	HsaALTD0005755-2/2	chr1:151341480-151341632	107	chr1:151341587+151341480-151341632,151340795	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ENSA	HsaALTD0002237-1/2	chr1:150601537-150601592	0	chr1:150601537+150601476-150601592,150600068	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
ENSA	HsaALTD0002237-2/2	chr1:150601476-150601592	61	chr1:150601537+150601476-150601592,150600068	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
ENSA	HsaALTD0002238-1/3	chr1:150599943-150600068	0	chr1:150599943+150599874+150599788-150600068,150599002	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
ENSA	HsaALTD0002238-2/3	chr1:150599874-150600068	69	chr1:150599943+150599874+150599788-150600068,150599002	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
ENSA	HsaALTD0002238-3/3	chr1:150599788-150600068	155	chr1:150599943+150599874+150599788-150600068,150599002	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
SEMA6C	HsaALTD0005767-1/2	chr1:151117615-151117760	0	chr1:151117615+151117500-151117760,151116910	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SEMA6C	HsaALTD0005767-2/2	chr1:151117500-151117760	115	chr1:151117615+151117500-151117760,151116910	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SEMA6C	HsaALTD0005768-1/2	chr1:151110485-151110581	0	chr1:151110485+151110462-151110581,151110275	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SEMA6C	HsaALTD0005768-2/2	chr1:151110462-151110581	23	chr1:151110485+151110462-151110581,151110275	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MRPL9	HsaALTD0004033-1/3	chr1:151735466-151735543	0	chr1:151735466+151735431+151735426-151735543,151734976	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
MRPL9	HsaALTD0004033-2/3	chr1:151735431-151735543	35	chr1:151735466+151735431+151735426-151735543,151734976	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
MRPL9	HsaALTD0004033-3/3	chr1:151735426-151735543	40	chr1:151735466+151735431+151735426-151735543,151734976	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
MRPL9	HsaALTD0004034-1/2	chr1:151734589-151734631	0	chr1:151734589+151734581-151734631,151734028	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
MRPL9	HsaALTD0004034-2/2	chr1:151734581-151734631	8	chr1:151734589+151734581-151734631,151734028	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
GABPB2	HsaALTD0002685-1/2	chr1:151076038-151076151	0	chr1:151076038-151076151+151076155,151079513	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
GABPB2	HsaALTD0002685-2/2	chr1:151076038-151076155	4	chr1:151076038-151076151+151076155,151079513	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
SYT14	HsaALTD0006342-1/2	chr1:210273357-210273535	0	chr1:210273357-210273535+210273806,210329066	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
SYT14	HsaALTD0006342-2/2	chr1:210273357-210273806	271	chr1:210273357-210273535+210273806,210329066	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail
KCNH1	HsaALTD0003392-1/2	chr1:211192206-211192598	0	chr1:211192206+211192125-211192598,211093411	Alt5	100.00	Fail	92.51	Pass	96.40	Pass	100.00	Pass	82.81	Pass	91.15	Pass
KCNH1	HsaALTD0003392-2/2	chr1:211192125-211192598	81	chr1:211192206+211192125-211192598,211093411	Alt5	0.00	Fail	7.49	Pass	3.60	Pass	0.00	Pass	17.19	Pass	8.85	Pass
LGTN	HsaALTD0003589-1/2	chr1:206784537-206784727	0	chr1:206784537+206784501-206784727,206782812	Alt5	90.26	Fail	NA	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
LGTN	HsaALTD0003589-2/2	chr1:206784501-206784727	36	chr1:206784537+206784501-206784727,206782812	Alt5	9.74	Fail	NA	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
INTS7	HsaALTD0003291-1/2	chr1:212125953-212126043	0	chr1:212125953+212125911-212126043,212120047	Alt5	0.00	Pass	4.65	Pass	1.43	Pass	0.00	Pass	0.00	Pass	0.00	Pass
INTS7	HsaALTD0003291-2/2	chr1:212125911-212126043	42	chr1:212125953+212125911-212126043,212120047	Alt5	100.00	Pass	95.35	Pass	98.57	Pass	100.00	Pass	100.00	Pass	100.00	Pass
SUSD4	HsaALTD0006320-1/2	chr1:223537189-223537197	0	chr1:223537189+223537060-223537197,223536802	Alt5	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SUSD4	HsaALTD0006320-2/2	chr1:223537060-223537197	129	chr1:223537189+223537060-223537197,223536802	Alt5	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ADAM15	HsaALTD0000146-1/2	chr1:155034380-155034451	0	chr1:155034380-155034451+155034593,155034721	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
ADAM15	HsaALTD0000146-2/2	chr1:155034380-155034593	142	chr1:155034380-155034451+155034593,155034721	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
JTB	HsaALTD0003375-1/2	chr1:153949815-153949865	0	chr1:153949815+153949748-153949865,153949251	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
JTB	HsaALTD0003375-2/2	chr1:153949748-153949865	67	chr1:153949815+153949748-153949865,153949251	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
UBAP2L	HsaALTD0006967-1/2	chr1:154193443-154193451	0	chr1:154193443-154193451+154193516,154197560	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	100.00	Fail	0.00	Fail	98.13	Fail
UBAP2L	HsaALTD0006967-2/2	chr1:154193443-154193516	65	chr1:154193443-154193451+154193516,154197560	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	0.00	Fail	100.00	Fail	1.87	Fail
UBAP2L	HsaALTD0006968-1/2	chr1:154229822-154229910	0	chr1:154229822-154229910+154229941,154231453	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
UBAP2L	HsaALTD0006968-2/2	chr1:154229822-154229941	31	chr1:154229822-154229910+154229941,154231453	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
UBAP2L	HsaALTD0006969-1/4	chr1:154207067-154207190	0	chr1:154207067-154207190+154207214+154207235+154207268,154207672	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass
UBAP2L	HsaALTD0006969-2/4	chr1:154207067-154207214	24	chr1:154207067-154207190+154207214+154207235+154207268,154207672	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass
UBAP2L	HsaALTD0006969-3/4	chr1:154207067-154207235	45	chr1:154207067-154207190+154207214+154207235+154207268,154207672	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass
UBAP2L	HsaALTD0006969-4/4	chr1:154207067-154207268	78	chr1:154207067-154207190+154207214+154207235+154207268,154207672	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass
SLC39A1	HsaALTD0006011-1/2	chr1:153939927-	0	chr1:153939927+153939862-,153936179	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SLC39A1	HsaALTD0006011-2/2	chr1:153939862-	65	chr1:153939927+153939862-,153936179	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SLC39A1	HsaALTD0006012-1/3	chr1:153935535-153935615	0	chr1:153935535+153935478+153935346-153935615,153935223	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
SLC39A1	HsaALTD0006012-2/3	chr1:153935478-153935615	57	chr1:153935535+153935478+153935346-153935615,153935223	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
SLC39A1	HsaALTD0006012-3/3	chr1:153935346-153935615	189	chr1:153935535+153935478+153935346-153935615,153935223	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
HAX1	HsaALTD0002970-1/2	chr1:154245956-154246010	0	chr1:154245956-154246010+154246074,154246226	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
HAX1	HsaALTD0002970-2/2	chr1:154245956-154246074	64	chr1:154245956-154246010+154246074,154246226	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CREB3L4	HsaALTD0001666-1/2	chr1:153940401-153940640	0	chr1:153940401-153940640+153940660,153940998	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
CREB3L4	HsaALTD0001666-2/2	chr1:153940401-153940660	20	chr1:153940401-153940640+153940660,153940998	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
CREB3L4	HsaALTD0001667-1/2	chr1:153941002-153941115	0	chr1:153941002-153941115+153941175,153941406	Alt5	100.00	Fail	0.00	Fail	100.00	Fail	0.00	Fail	0.00	Fail	31.82	Fail
CREB3L4	HsaALTD0001667-2/2	chr1:153941002-153941175	60	chr1:153941002-153941115+153941175,153941406	Alt5	0.00	Fail	100.00	Fail	0.00	Fail	100.00	Fail	100.00	Fail	68.18	Fail
C1orf43	HsaALTD0000912-1/2	chr1:154191192-154191261	0	chr1:154191192+154191188-154191261,154187050	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
C1orf43	HsaALTD0000912-2/2	chr1:154191188-154191261	4	chr1:154191192+154191188-154191261,154187050	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RIT1	HsaALTD0005418-1/2	chr1:155874197-155874289	0	chr1:155874197+155874102-155874289,155870409	Alt5	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail
RIT1	HsaALTD0005418-2/2	chr1:155874102-155874289	95	chr1:155874197+155874102-155874289,155870409	Alt5	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail
INTS3	HsaALTD0003290-1/2	chr1:153713129-153713206	0	chr1:153713129-153713206+153713210,153713761	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Pass
INTS3	HsaALTD0003290-2/2	chr1:153713129-153713210	4	chr1:153713129-153713206+153713210,153713761	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Pass
HCN3	HsaALTD0002975-1/2	chr1:155255597-155255643	0	chr1:155255597-155255643+155255755,155256964	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
HCN3	HsaALTD0002975-2/2	chr1:155255597-155255755	112	chr1:155255597-155255643+155255755,155256964	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
HCN3	HsaALTD0002976-1/2	chr1:155258395-155258498	0	chr1:155258395-155258498+155258798,155259182	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
HCN3	HsaALTD0002976-2/2	chr1:155258395-155258798	300	chr1:155258395-155258498+155258798,155259182	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ACTA1	HsaALTD0000127-1/2	chr1:229568405-229568412	0	chr1:229568405+229568303-229568412,229568178	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ACTA1	HsaALTD0000127-2/2	chr1:229568303-229568412	102	chr1:229568405+229568303-229568412,229568178	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ACTA1	HsaALTD0000128-1/2	chr1:229568154-229568178	0	chr1:229568154+229568017-229568178,229567932	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ACTA1	HsaALTD0000128-2/2	chr1:229568017-229568178	137	chr1:229568154+229568017-229568178,229567932	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
LYST	HsaALTD0003701-1/2	chr1:235929539-235929577	0	chr1:235929539+235929379-235929577,235926151	Alt5	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail
LYST	HsaALTD0003701-2/2	chr1:235929379-235929577	160	chr1:235929539+235929379-235929577,235926151	Alt5	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail
CEP170	HsaALTD0001372-1/2	chr1:243418349-	0	chr1:243418349+243418342-,243388623	Alt5	15.91	Pass	0.00	Pass	6.45	Pass	3.06	Pass	0.79	Pass	17.67	Pass
CEP170	HsaALTD0001372-2/2	chr1:243418342-	7	chr1:243418349+243418342-,243388623	Alt5	84.09	Pass	100.00	Pass	93.55	Pass	96.94	Pass	99.21	Pass	82.33	Pass
CEP170	HsaALTD0001373-1/2	chr1:243375188-243375266	0	chr1:243375188+243375186-243375266,243364135	Alt5	100.00	Fail	NA	Fail	0.00	Fail	50.00	Fail	28.57	Fail	57.14	Fail
CEP170	HsaALTD0001373-2/2	chr1:243375186-243375266	2	chr1:243375188+243375186-243375266,243364135	Alt5	0.00	Fail	NA	Fail	100.00	Fail	50.00	Fail	71.43	Fail	42.86	Fail
CEP170	HsaALTD0001374-1/3	chr1:243305669-243305765	0	chr1:243305669+243305618+243305588-243305765,243303409	Alt5	37.36	Fail	55.19	Fail	17.99	Fail	17.72	Pass	22.37	Pass	22.29	Pass
CEP170	HsaALTD0001374-2/3	chr1:243305618-243305765	51	chr1:243305669+243305618+243305588-243305765,243303409	Alt5	49.82	Fail	22.08	Fail	44.97	Fail	61.65	Pass	15.56	Pass	1.24	Pass
CEP170	HsaALTD0001374-3/3	chr1:243305588-243305765	81	chr1:243305669+243305618+243305588-243305765,243303409	Alt5	12.82	Fail	22.73	Fail	37.04	Fail	20.63	Pass	62.07	Pass	76.47	Pass
CEP170	HsaALTD0001375-1/2	chr1:243303765-243303839	0	chr1:243303765+243303755-243303839,243303409	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CEP170	HsaALTD0001375-2/2	chr1:243303755-243303839	10	chr1:243303765+243303755-243303839,243303409	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CEP170	HsaALTD0001376-1/2	chr1:243395866-243395961	0	chr1:243395866+243395864-243395961,243388623	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CEP170	HsaALTD0001376-2/2	chr1:243395864-243395961	2	chr1:243395866+243395864-243395961,243388623	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NVL	HsaALTD0004465-1/2	chr1:224500752-224500853	0	chr1:224500752+224500736-224500853,224499559	Alt5	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail
NVL	HsaALTD0004465-2/2	chr1:224500736-224500853	16	chr1:224500752+224500736-224500853,224499559	Alt5	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail
ARF1	HsaALTD0000421-1/2	chr1:228284846-228284933	0	chr1:228284846-228284933+228284963,228285043	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ARF1	HsaALTD0000421-2/2	chr1:228284846-228284963	30	chr1:228284846-228284933+228284963,228285043	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
ARF1	HsaALTD0000422-1/2	chr1:228285372-228285412	0	chr1:228285372-228285412+228285416,228285553	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ARF1	HsaALTD0000422-2/2	chr1:228285372-228285416	4	chr1:228285372-228285412+228285416,228285553	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
ARF1	HsaALTD0000423-1/4	chr1:228270923-228271010	0	chr1:228270923-228271010+228271053+228271075+228271213,228284779	Alt5	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	100.00	Fail	0.00	Fail
ARF1	HsaALTD0000423-2/4	chr1:228270923-228271053	43	chr1:228270923-228271010+228271053+228271075+228271213,228284779	Alt5	NA	Fail	0.00	Fail	100.00	Fail	NA	Fail	0.00	Fail	100.00	Fail
ARF1	HsaALTD0000423-3/4	chr1:228270923-228271075	65	chr1:228270923-228271010+228271053+228271075+228271213,228284779	Alt5	NA	Fail	100.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
ARF1	HsaALTD0000423-4/4	chr1:228270923-228271213	203	chr1:228270923-228271010+228271053+228271075+228271213,228284779	Alt5	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
ARF1	HsaALTD0000424-1/2	chr1:228276321-228276393	0	chr1:228276321-228276393+228276422,228284779	Alt5	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ARF1	HsaALTD0000424-2/2	chr1:228276321-228276422	29	chr1:228276321-228276393+228276422,228284779	Alt5	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CNIH4	HsaALTD0001496-1/2	chr1:-224544695	0	chr1:-224544695+224544770,224553581	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
CNIH4	HsaALTD0001496-2/2	chr1:-224544770	75	chr1:-224544695+224544770,224553581	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
GUK1	HsaALTD0002946-1/4	chr1:228335171-228335218	0	chr1:228335171-228335218+228335235+228335239+228335245,228335316	Alt5	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Pass
GUK1	HsaALTD0002946-2/4	chr1:228335171-228335235	17	chr1:228335171-228335218+228335235+228335239+228335245,228335316	Alt5	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Pass
GUK1	HsaALTD0002946-3/4	chr1:228335171-228335239	21	chr1:228335171-228335218+228335235+228335239+228335245,228335316	Alt5	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Pass
GUK1	HsaALTD0002946-4/4	chr1:228335171-228335245	27	chr1:228335171-228335218+228335235+228335239+228335245,228335316	Alt5	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Pass
GUK1	HsaALTD0002947-1/2	chr1:228336077-228336157	0	chr1:228336077-228336157+228336240,228336366	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Pass
GUK1	HsaALTD0002947-2/2	chr1:228336077-228336240	83	chr1:228336077-228336157+228336240,228336366	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Pass
GUK1	HsaALTD0002948-1/2	chr1:228333262-228333325	0	chr1:228333262-228333325+228333350,228333727	Alt5	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
GUK1	HsaALTD0002948-2/2	chr1:228333262-228333350	25	chr1:228333262-228333325+228333350,228333727	Alt5	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
CNIH3	HsaALTD0001495-1/2	chr1:224622757-224622849	0	chr1:224622757-224622849+224622889,224703443	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CNIH3	HsaALTD0001495-2/2	chr1:224622757-224622889	40	chr1:224622757-224622849+224622889,224703443	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MBOAT2	HsaALTD0003804-1/2	chr2:9017160-9017264	0	chr2:9017160+9017117-9017264,9013430	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
MBOAT2	HsaALTD0003804-2/2	chr2:9017117-9017264	43	chr2:9017160+9017117-9017264,9013430	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
MBOAT2	HsaALTD0003805-1/2	chr2:9022643-9022695	0	chr2:9022643+9022641-9022695,9017343	Alt5	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
MBOAT2	HsaALTD0003805-2/2	chr2:9022641-9022695	2	chr2:9022643+9022641-9022695,9017343	Alt5	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
PSEN2	HsaALTD0005099-1/2	chr1:227079447-227079545	0	chr1:227079447-227079545+227079550,227081708	Alt5	98.36	Pass	99.28	Pass	97.70	Pass	100.00	Pass	96.92	Pass	100.00	Pass
PSEN2	HsaALTD0005099-2/2	chr1:227079447-227079550	5	chr1:227079447-227079545+227079550,227081708	Alt5	1.64	Pass	0.72	Pass	2.30	Pass	0.00	Pass	3.08	Pass	0.00	Pass
LBR	HsaALTD0003564-1/2	chr1:225609813-225609979	0	chr1:225609813+225609779-225609979,225607500	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
LBR	HsaALTD0003564-2/2	chr1:225609779-225609979	34	chr1:225609813+225609779-225609979,225607500	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
ETNK2	HsaALTD0002313-1/2	chr1:204110344-204110390	0	chr1:204110344+204110153-204110390,204109246	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ETNK2	HsaALTD0002313-2/2	chr1:204110153-204110390	191	chr1:204110344+204110153-204110390,204109246	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PTPN7	HsaALTD0005166-1/2	chr1:202117709-202117827	0	chr1:202117709+202117682-202117827,202117594	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PTPN7	HsaALTD0005166-2/2	chr1:202117682-202117827	27	chr1:202117709+202117682-202117827,202117594	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
C2orf34	HsaALTD0000970-1/2	chr2:44617380-44617440	0	chr2:44617380-44617440+44617444,44732772	Alt5	0.00	Fail	20.47	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
